id,title,type,release_year,age_certification,genres,imdb_score,tmdb_score,stream
tm193023,Hurricane Streets,MOVIE,1997,R,"['romance', 'crime', 'drama']",6.3,5.0,3
tm256157,Stormswept,MOVIE,1995,R,"['horror', 'drama']",3.6,3.3,3
tm121894,A Woman Scorned: The Betty Broderick Story,MOVIE,1992,PG-13,"['thriller', 'drama']",7.1,5.7,3
tm106275,Mandela,MOVIE,1996,,"['history', 'documentation']",6.8,6.1,3
tm121392,Badlanders,MOVIE,1992,R,"['scifi', 'action']",2.6,2.7,3
tm10288,Cover-Up,MOVIE,1991,R,"['thriller', 'action']",4.3,3.7,3
tm41677,The Omega Code,MOVIE,1999,PG-13,"['horror', 'thriller', 'scifi', 'action', 'fantasy']",3.5,4.5,3
tm23240,Monarch,MOVIE,2000,,"['drama', 'horror', 'thriller', 'history']",5.5,,3
tm14712,Howling: New Moon Rising,MOVIE,1995,R,['horror'],,3.0,3
tm17248,The Calling,MOVIE,2000,R,"['horror', 'european', 'thriller']",4.3,5.2,3
tm192823,Eddie Izzard: Glorious,MOVIE,1997,,['comedy'],,7.1,3
tm185299,Sins of Desire,MOVIE,1993,,"['thriller', 'crime']",4.1,4.5,3
tm57004,Contract Killer,MOVIE,1998,R,"['comedy', 'thriller', 'action', 'crime']",6.1,7.0,3
tm107247,Iron Monkey 2,MOVIE,1996,,['action'],4.6,6.9,3
tm19145,Wilderness Love,MOVIE,2000,,"['comedy', 'family', 'romance']",6.4,5.3,3
tm118206,Priest,MOVIE,1995,R,"['drama', 'romance']",7.1,6.5,3
tm112736,Eddie Izzard: Unrepeatable,MOVIE,1994,,['comedy'],,7.4,3
tm185679,The Changeling,MOVIE,1993,,[],,,3
tm26829,Last Resort,MOVIE,2000,,"['romance', 'drama']",7.2,6.6,3
tm123743,Vegas in Space,MOVIE,1991,R,"['scifi', 'music', 'comedy']",4.4,5.7,3
tm13942,Serving in Silence: The Margarethe Cammermeyer Story,MOVIE,1995,,['drama'],7.0,5.5,3
tm192088,Masterminds,MOVIE,1997,PG-13,"['action', 'thriller', 'comedy']",5.2,4.7,3
tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,"['comedy', 'documentation']",5.9,7.0,3
tm59095,Swing Vote,MOVIE,1999,,['drama'],5.9,5.3,3
tm14247,The Perez Family,MOVIE,1995,R,"['romance', 'drama', 'comedy']",6.0,6.6,3
tm256414,Without Consent,MOVIE,1994,,['drama'],6.0,7.0,3
tm18904,Gen-Y Cops,MOVIE,2000,R,"['action', 'scifi']",4.6,4.5,3
tm7936,Children of the Night,MOVIE,1991,R,['horror'],4.6,4.6,3
tm47773,Camelot,MOVIE,1998,,['fantasy'],,,3
tm17190,Annie: A Royal Adventure,MOVIE,1995,G,"['family', 'music', 'comedy']",4.9,5.7,3
ts13052,A Difficult Woman,SHOW,1998,TV-14,['drama'],6.5,6.0,3
tm49734,Evidence of Blood,MOVIE,1998,PG-13,"['drama', 'thriller']",6.7,6.6,3
tm367629,Killing Me Softly,MOVIE,1996,,"['crime', 'documentation', 'drama']",6.7,,3
tm42997,Joe the King,MOVIE,1999,PG,"['drama', 'crime']",6.7,6.0,3
tm27389,Mohabbatein,MOVIE,2000,PG,"['drama', 'romance']",7.0,7.0,3
tm125428,The Magic Voyage,MOVIE,1992,G,"['fantasy', 'family', 'animation', 'european']",3.5,5.0,3
tm109016,Sworn to Justice,MOVIE,1996,R,"['thriller', 'action', 'drama']",4.8,5.9,3
tm127126,Nervous Ticks,MOVIE,1992,R,"['romance', 'comedy']",5.8,4.0,3
tm256343,Black Easter,MOVIE,1995,,"['thriller', 'horror']",5.8,,3
ts27238,The Wubbulous World of Dr. Seuss,SHOW,1996,,"['animation', 'family']",6.6,10.0,3
ts25108,Jim Henson's The Storyteller: Greek Myths,SHOW,1991,,"['drama', 'family', 'fantasy']",8.1,8.2,3
tm5434,Past Midnight,MOVIE,1991,R,"['romance', 'thriller', 'drama']",5.6,5.4,3
tm90971,Harlem Aria,MOVIE,1999,R,['drama'],6.0,7.4,3
tm187845,Morning Glory,MOVIE,1993,PG-13,['drama'],6.5,5.8,3
tm61365,The Process,MOVIE,1998,R,['action'],4.2,,3
tm39929,The Killer Eye,MOVIE,1999,R,"['comedy', 'horror', 'scifi']",2.8,2.4,3
tm17838,"Love, Honour and Obey",MOVIE,2000,R,"['thriller', 'comedy', 'crime']",6.4,5.8,3
tm107449,Race Against Time: The Search for Sarah,MOVIE,1996,,"['thriller', 'crime', 'drama']",5.6,,3
tm14809,High Risk,MOVIE,1995,R,"['comedy', 'action', 'crime', 'thriller']",6.0,6.5,3
tm20258,Ice,MOVIE,1998,PG-13,"['action', 'scifi', 'thriller', 'european']",5.0,5.3,3
tm103855,Omega Doom,MOVIE,1996,PG-13,"['scifi', 'thriller', 'drama']",4.0,4.8,3
tm8338,Falling For You,MOVIE,1995,,['thriller'],4.9,4.0,3
tm48874,Into His Arms,MOVIE,1999,,['drama'],5.6,5.5,3
tm239871,The Fatal Game,MOVIE,1996,,"['drama', 'documentation']",7.0,10.0,3
tm190512,The Island on Bird Street,MOVIE,1997,PG-13,"['drama', 'war', 'european']",7.1,6.7,3
tm14194,Across the Moon,MOVIE,1995,R,"['romance', 'drama', 'comedy']",4.8,2.2,3
tm107448,Raja Hindustani,MOVIE,1996,G,"['romance', 'action', 'comedy', 'drama']",6.1,6.5,3
tm13320,Richard Jeni: Platypus Man,MOVIE,1995,,"['comedy', 'documentation']",7.9,8.0,3
tm187225,Younger and Younger,MOVIE,1993,R,"['fantasy', 'drama', 'music', 'romance', 'comedy', 'european']",5.0,3.9,3
tm10265,Stonewall,MOVIE,1995,PG,"['comedy', 'drama', 'romance']",7.0,6.3,3
tm68903,The Tribe,MOVIE,1998,R,['drama'],5.9,4.8,3
tm182449,The Naked Truth,MOVIE,1992,,"['romance', 'crime', 'comedy']",3.6,1.0,3
tm115358,The Bermuda Triangle,MOVIE,1996,G,"['thriller', 'action']",4.7,5.6,3
tm110981,Late Bloomers,MOVIE,1996,,"['romance', 'drama', 'comedy']",5.9,3.5,3
tm474243,A Tale of Two Bunnies,MOVIE,2000,,"['drama', 'comedy']",5.6,6.3,3
tm107248,Gamera 2: Attack of Legion,MOVIE,1996,,"['drama', 'fantasy', 'scifi', 'action']",7.0,7.7,3
tm27226,Once Upon A Christmas,MOVIE,2000,PG,"['comedy', 'drama', 'family', 'fantasy', 'romance']",5.4,5.4,3
tm111915,In the Blink of an Eye,MOVIE,1996,,"['drama', 'crime']",5.5,6.7,3
tm192636,Against The Law,MOVIE,1997,R,"['thriller', 'action', 'crime']",4.1,6.3,3
tm792928,The Peacock Spring,MOVIE,1996,,['drama'],7.3,,3
tm326295,The Marriage Fool,MOVIE,1998,,"['drama', 'comedy', 'romance']",6.3,8.0,3
tm128072,The Boys of St. Vincent,MOVIE,1992,,['drama'],7.6,7.3,3
tm42427,King Lear,MOVIE,1998,,['drama'],,,3
tm47865,The Port of Last Resort,MOVIE,1998,,"['documentation', 'european']",7.5,6.0,3
tm115809,Witchcraft 666: The Devil's Mistress,MOVIE,1994,R,['horror'],,3.6,3
tm188120,Rain Without Thunder,MOVIE,1993,PG-13,"['drama', 'scifi']",5.0,5.0,3
tm104356,The Hunters,MOVIE,1996,R,"['thriller', 'european', 'crime']",7.0,6.5,3
tm480864,Coimbatore Mappillai,MOVIE,1996,,"['comedy', 'drama', 'romance']",7.9,,3
tm106598,Angel Flight Down,MOVIE,1996,,['drama'],4.9,3.3,3
tm191921,I Went Down,MOVIE,1997,R,"['action', 'european', 'crime', 'drama', 'comedy']",6.8,5.9,3
tm184098,Alien Intruder,MOVIE,1993,R,['scifi'],,4.5,3
tm43138,The Joyriders,MOVIE,1999,PG-13,"['drama', 'crime']",5.8,6.0,3
tm52117,"Come On, Get Happy: The Partridge Family Story",MOVIE,1999,,"['drama', 'music', 'comedy']",5.6,6.0,3
tm26586,Grey Owl,MOVIE,1999,R,"['western', 'drama']",6.0,5.6,3
tm69039,Love Letters,MOVIE,1999,R,"['drama', 'romance']",6.5,7.0,3
tm23350,Sharing the Secret,MOVIE,2000,,['drama'],6.2,6.9,3
tm124068,"Me, Myself and I",MOVIE,1992,R,['comedy'],5.1,7.0,3
tm25962,Solomon and Gaenor,MOVIE,1999,R,"['romance', 'drama']",6.8,6.3,3
tm189439,The Summer House,MOVIE,1993,,['drama'],,5.0,3
tm131174,Stormy Weathers,MOVIE,1992,,"['action', 'crime']",5.6,5.0,3
tm190231,Journey to the Center of the Earth,MOVIE,1993,,"['fantasy', 'scifi']",3.1,3.5,3
tm26328,Harlan County War,MOVIE,2000,PG-13,['drama'],6.4,7.7,3
tm26437,The Luzhin Defence,MOVIE,2000,PG-13,"['drama', 'romance', 'european']",6.8,6.3,3
tm53521,A Marriage of Convenience,MOVIE,1998,,"['drama', 'romance']",6.0,4.7,3
tm114977,Veera,MOVIE,1994,,"['comedy', 'romance', 'action']",6.7,5.9,3
tm10104,The Return of Eliot Ness,MOVIE,1991,,"['crime', 'drama']",6.0,,3
tm10659,A Bucket of Blood,MOVIE,1995,R,"['thriller', 'horror', 'comedy']",3.7,5.0,3
tm57394,Three Stooges: Family Album,MOVIE,1998,,['documentation'],7.8,,3
tm125149,Severed Ties,MOVIE,1992,R,"['horror', 'comedy', 'scifi']",4.4,4.3,3
ts38808,Marvin the Tap-Dancing Horse,SHOW,2000,TV-Y7,"['animation', 'fantasy']",7.6,,3
tm9229,Salto al vacío,MOVIE,1995,,"['drama', 'european', 'crime']",6.5,6.7,3
tm110532,Broken English,MOVIE,1996,NC-17,"['drama', 'romance']",6.4,6.6,3
tm16433,Convict Cowboy,MOVIE,1995,R,"['drama', 'western', 'action']",5.6,6.1,3
tm49179,Legion of Fire: Killer Ants,MOVIE,1998,,['horror'],2.8,3.3,3
tm109106,McLeod's Daughters,MOVIE,1996,,"['western', 'drama']",6.4,5.5,3
tm117314,Once Upon a Time in China V,MOVIE,1994,,['action'],5.9,5.3,3
tm9856,Carolina Skeletons,MOVIE,1991,R,"['thriller', 'crime', 'drama']",6.2,7.5,3
tm59392,The Gardener,MOVIE,1998,R,['horror'],3.6,2.0,3
tm104822,Small Faces,MOVIE,1996,R,['drama'],6.9,6.2,3
tm189865,Dil To Pagal Hai,MOVIE,1997,G,"['drama', 'comedy', 'romance']",7.0,6.9,3
tm316405,Eat Your Heart Out,MOVIE,1997,R,"['comedy', 'drama', 'european']",5.5,,3
tm109818,Vows of Deception,MOVIE,1996,PG-13,"['thriller', 'drama']",6.0,6.0,3
tm50590,The Escape,MOVIE,1998,,"['thriller', 'action']",4.5,6.0,3
tm115143,Nightjohn,MOVIE,1996,PG-13,['drama'],6.8,5.7,3
tm191983,Volcano: Fire on the Mountain,MOVIE,1997,PG,"['drama', 'action']",4.5,5.7,3
tm110169,Till the End of the Night,MOVIE,1994,R,"['thriller', 'drama']",3.8,,3
tm45723,Outlaw Justice,MOVIE,1999,R,"['western', 'european']",5.5,7.4,3
tm126092,Gunaa,MOVIE,1991,,"['thriller', 'romance', 'drama']",8.2,7.0,3
tm788923,White Lies,MOVIE,1997,,"['comedy', 'romance']",4.8,,3
tm190421,The Shooter,MOVIE,1997,R,['western'],5.0,4.6,3
tm345578,The Mystery of Chaco Canyon,MOVIE,1999,,['documentation'],7.4,8.0,3
tm192032,The Ride,MOVIE,1997,PG,"['drama', 'sport', 'western', 'family']",6.5,6.3,3
tm117437,Deadly Vows,MOVIE,1994,PG-13,"['drama', 'crime']",5.9,5.0,3
tm203581,Uzhaippali,MOVIE,1993,,"['action', 'comedy', 'romance']",6.2,6.3,3
tm189309,The Criminal Mind,MOVIE,1993,R,"['drama', 'action', 'crime']",3.6,2.0,3
tm455118,Have You Seen My Son,MOVIE,1996,,['drama'],5.3,5.0,3
tm751026,Periya Kudumbam,MOVIE,1995,,[],5.2,,3
tm125779,Fraternity Demon,MOVIE,1992,R,['comedy'],3.3,2.8,3
tm329262,Outlaws: The Legend of O.B. Taggart,MOVIE,1994,R,['western'],5.8,5.0,3
tm114830,Dilwale,MOVIE,1994,,"['action', 'drama', 'romance']",5.5,7.5,3
tm184335,Darr,MOVIE,1993,R,"['romance', 'thriller', 'action']",,6.9,3
tm115537,Pat and Margaret,MOVIE,1994,,"['comedy', 'drama']",8.3,7.6,3
ts39642,World War II: When Lions Roared,SHOW,1994,,"['war', 'history', 'drama']",6.6,7.0,3
tm446769,Red Ribbon Blues,MOVIE,1996,R,"['comedy', 'drama']",4.1,,3
tm65492,Angel in Training,MOVIE,1999,G,"['fantasy', 'family']",4.4,6.0,3
tm228721,Cries from the Heart,MOVIE,1994,,['drama'],6.4,4.0,3
tm49482,The Inspectors,MOVIE,1998,,['crime'],5.9,6.1,3
tm791277,Murder in Mind,MOVIE,1994,,['thriller'],6.8,,3
tm28874,Nostradamus,MOVIE,2000,,"['fantasy', 'documentation', 'action', 'scifi']",4.4,2.9,3
tm13149,The Adventurers,MOVIE,1995,,"['thriller', 'action', 'drama']",6.0,5.2,3
tm128285,Fatal Memories,MOVIE,1992,,['drama'],5.5,5.5,3
tm1926,A Fatal Inversion,MOVIE,1992,,['thriller'],,6.5,3
tm257120,Us,MOVIE,1991,,['drama'],7.0,2.0,3
tm23434,Possessed,MOVIE,2000,,"['horror', 'drama']",5.2,5.6,3
tm473597,The American,MOVIE,1998,,"['drama', 'romance']",6.1,5.7,3
tm191223,Daar,MOVIE,1993,,"['thriller', 'action', 'drama', 'romance']",7.6,7.1,3
tm185790,Doorways,MOVIE,1993,,['scifi'],5.4,,3
tm113284,Steel Sharks,MOVIE,1996,R,"['thriller', 'action']",4.1,4.4,3
tm115820,Unishe April,MOVIE,1994,,['drama'],7.7,7.7,3
tm55328,Silver Wolf,MOVIE,1999,G,"['drama', 'family']",6.1,5.9,3
tm58893,Duplicate,MOVIE,1998,PG,"['comedy', 'action', 'crime', 'thriller']",5.5,6.0,3
tm256778,The Black Velvet Gown,MOVIE,1991,,['drama'],6.9,5.3,3
tm44274,Absence of the Good,MOVIE,1999,R,['thriller'],5.2,4.2,3
tm58552,Deadly Game,MOVIE,1998,,"['thriller', 'family', 'action', 'comedy', 'crime']",4.6,6.5,3
tm42187,Hellblock 13,MOVIE,1999,,"['horror', 'thriller']",4.0,3.2,3
tm64070,The Real Macaw,MOVIE,1998,G,"['action', 'family']",5.3,6.8,3
tm128035,Beta,MOVIE,1992,,"['drama', 'romance']",3.8,6.5,3
ts44314,Rex the Runt,SHOW,1998,,"['animation', 'comedy']",7.8,8.0,3
tm14191,Abandoned and Deceived,MOVIE,1995,,['drama'],6.0,6.8,3
tm769507,Hammer Down,MOVIE,1992,R,"['drama', 'action', 'scifi']",3.2,,3
tm13827,Taqdeerwala,MOVIE,1995,,"['fantasy', 'comedy', 'action']",6.5,6.2,3
tm25789,Dark Prince: The True Story of Dracula,MOVIE,2000,R,"['horror', 'thriller']",6.0,6.6,3
tm189124,The Hawk,MOVIE,1993,R,"['thriller', 'drama']",5.5,5.7,3
ts246865,I've Got a Secret,SHOW,2000,TV-Y,"['family', 'comedy']",7.3,,3
tm213521,For Hope,MOVIE,1996,,['drama'],7.0,6.0,3
tm1036981,Do You Wanna Dance?,MOVIE,1999,,"['comedy', 'romance']",6.0,,3
tm192213,Final Descent,MOVIE,1997,,"['thriller', 'drama', 'european']",5.5,4.4,3
ts27243,Stickin' Around,SHOW,1996,TV-Y7,"['comedy', 'family', 'animation']",7.2,,3
tm199470,Split Images,MOVIE,1992,,['thriller'],5.2,,3
tm57193,The Patron Saint of Liars,MOVIE,1998,,['drama'],5.1,4.0,3
tm21579,Vaanavil,MOVIE,2000,,['drama'],6.3,5.5,3
tm54394,Pep Squad,MOVIE,1998,R,"['horror', 'comedy', 'crime']",4.1,4.3,3
tm230455,Meat,MOVIE,1994,,"['comedy', 'crime', 'drama']",,,3
tm406354,Mind Games,MOVIE,1998,,"['thriller', 'drama']",4.8,3.5,3
tm11620,Another Pair of Aces: Three of a Kind,MOVIE,1991,,"['western', 'crime', 'drama']",5.5,,3
tm49173,The Nuttiest Nutcracker,MOVIE,1999,,['fantasy'],,5.8,3
tm26653,Lured Innocence,MOVIE,2000,R,"['thriller', 'drama']",4.8,5.0,3
tm103443,Murder at My Door,MOVIE,1996,PG-13,"['thriller', 'drama']",4.8,3.0,3
tm61202,Horses of Suffield,MOVIE,1998,,['documentation'],,,3
tm27441,Her Married Lover,MOVIE,1999,PG-13,"['thriller', 'crime', 'romance']",5.2,3.0,3
tm39134,Hum Aapke Dil Mein Rehte Hain,MOVIE,1999,,"['drama', 'romance']",5.5,6.1,3
tm196365,The Long Island Incident,MOVIE,1998,,"['crime', 'drama']",6.1,6.0,3
tm25690,First Target,MOVIE,2000,,['action'],5.1,4.2,3
tm191600,Too Close To Home,MOVIE,1997,,"['drama', 'thriller', 'crime']",6.1,4.5,3
tm25675,Across the Line,MOVIE,2000,R,"['drama', 'thriller']",5.5,4.0,3
tm109755,A Loss of Innocence,MOVIE,1996,PG-13,"['drama', 'romance']",5.1,2.0,3
tm192650,Home Invasion,MOVIE,1997,,['thriller'],4.9,7.5,3
tm9397,Hard Promises,MOVIE,1992,PG,"['comedy', 'romance', 'drama', 'family']",5.5,5.3,3
tm24064,Beautiful Joe,MOVIE,2000,R,"['romance', 'thriller', 'comedy', 'drama']",5.6,5.6,3
tm231880,Doli Saja Ke Rakhna,MOVIE,1998,,"['romance', 'drama']",6.3,6.0,3
tm8505,A Chinese Ghost Story III,MOVIE,1991,,"['comedy', 'action', 'fantasy', 'horror']",6.6,6.2,3
tm190288,Once Upon a Time in China IV,MOVIE,1993,,"['western', 'action']",5.8,5.4,3
tm256686,Don't Leave Me This Way,MOVIE,1993,,[],6.3,8.0,3
tm113226,Terror in the Family,MOVIE,1996,,"['drama', 'romance']",5.6,5.4,3
tm10129,Azhagan,MOVIE,1991,,"['romance', 'family', 'drama']",7.1,6.0,3
tm106397,The Princess Castle,MOVIE,1996,,['fantasy'],,6.0,3
tm12774,After Miss Julie,MOVIE,1995,,['drama'],,,3
tm203696,Absolute Strangers,MOVIE,1991,,['drama'],5.8,,3
tm53257,Sweet Deception,MOVIE,1998,,"['thriller', 'drama']",4.1,,3
tm19309,Living in Fear,MOVIE,2000,PG-13,"['thriller', 'drama']",5.0,6.0,3
tm256669,Gumrah,MOVIE,1993,,"['action', 'crime', 'drama', 'thriller']",6.1,6.7,3
tm416466,Deadly Family Secrets,MOVIE,1995,,"['thriller', 'drama']",4.9,3.0,3
tm6395,Lamhe,MOVIE,1991,PG,"['romance', 'drama']",7.2,6.4,3
tm332311,The King's Guard,MOVIE,2000,PG-13,['action'],3.4,2.5,3
tm44884,The Dark Room,MOVIE,1999,,['thriller'],,3.0,3
tm183883,Ring of Fire II: Blood and Steel,MOVIE,1993,R,"['drama', 'sport', 'action']",4.4,4.2,3
tm110676,A Holiday for Love,MOVIE,1996,,"['romance', 'drama', 'family']",6.4,5.8,3
tm118690,Yeh Dillagi,MOVIE,1994,G,"['comedy', 'drama', 'romance']",5.9,6.4,3
tm116395,Every Breath,MOVIE,1994,R,['thriller'],3.9,2.0,3
tm193173,Bright Hair,MOVIE,1997,,"['crime', 'drama', 'romance', 'thriller']",6.7,4.3,3
tm466045,King girl,MOVIE,1996,,['drama'],7.9,4.5,3
tm16525,Go Now,MOVIE,1995,R,"['drama', 'sport', 'romance']",7.2,6.9,3
tm23595,The Color of Love: Jacey's Story,MOVIE,2000,,['drama'],6.7,6.3,3
tm334881,Richard Lewis: The Magical Misery Tour,MOVIE,1997,,"['comedy', 'documentation']",5.7,,3
ts71025,The Tales of Para Handy,SHOW,1994,,"['comedy', 'drama']",8.0,5.0,3
tm129539,Dead On: Relentless II,MOVIE,1992,,['thriller'],,6.1,3
tm978430,The Negotiator,MOVIE,1994,,[],,,3
tm12563,Where Sleeping Dogs Lie,MOVIE,1991,R,"['thriller', 'drama', 'crime']",4.4,4.4,3
tm322360,"Michael Landon, the Father I Knew",MOVIE,1999,,['drama'],6.1,4.0,3
tm13621,The Michelle Apartments,MOVIE,1995,,"['thriller', 'comedy', 'drama']",6.2,,3
tm117500,Next Door,MOVIE,1994,R,"['drama', 'comedy']",5.7,5.0,3
ts28352,Timothy Goes to School,SHOW,2000,TV-Y,"['animation', 'comedy', 'family']",6.6,5.7,3
tm195452,Voices,MOVIE,1995,R,['drama'],6.3,5.5,3
tm106168,Sudden Terror: The Hijacking of School Bus #17,MOVIE,1996,,"['drama', 'thriller']",4.4,3.7,3
tm41169,The Fixer,MOVIE,1998,R,['drama'],5.5,4.5,3
tm108009,Joe & Joe,MOVIE,1996,,"['romance', 'comedy', 'music']",7.0,3.5,3
tm6851,The Black Candle,MOVIE,1991,,['drama'],6.3,6.0,3
tm106306,Diljale,MOVIE,1996,,"['romance', 'action', 'drama']",5.8,8.6,3
tm182345,The Mystery of the Sphinx,MOVIE,1993,,"['history', 'documentation']",6.8,8.0,3
tm9286,Beauty Queen Butcher,MOVIE,1991,,['thriller'],,7.3,3
tm989887,Blue moon,MOVIE,1999,,[],,,3
tm210162,Diana: Her True Story,MOVIE,1993,,['drama'],4.7,3.0,3
tm9387,Hangfire,MOVIE,1991,R,"['thriller', 'action']",4.0,4.0,3
tm117368,The Night Before Christmas,MOVIE,1994,,['fantasy'],,4.8,3
tm109465,Timelock,MOVIE,1996,,"['scifi', 'action']",3.0,3.7,3
tm194016,No Secrets,MOVIE,1991,R,"['thriller', 'drama']",4.7,4.5,3
tm109756,Paper Dragons,MOVIE,1996,R,['drama'],4.9,,3
tm232696,The Disappearance of Vonnie,MOVIE,1994,,['drama'],6.0,,3
tm342278,ATF,MOVIE,1999,,"['thriller', 'action', 'crime', 'drama']",4.9,4.7,3
tm14537,The Christmas Elves,MOVIE,1995,,['animation'],,6.5,3
tm215307,Double Edge,MOVIE,1992,PG-13,"['drama', 'thriller']",5.4,,3
tm110852,Broken Glass,MOVIE,1996,,['drama'],7.0,,3
tm608290,The Hands of a Madman,MOVIE,2000,,['scifi'],6.2,,3
tm8243,The Widowing of Mrs. Holroyd,MOVIE,1995,,['drama'],,5.0,3
tm14570,Loving,MOVIE,1996,,['drama'],,,3
tm38007,A Memory in My Heart,MOVIE,1999,,"['thriller', 'drama']",5.9,5.3,3
tm45164,A Monkey's Tale,MOVIE,1999,G,"['family', 'action', 'animation', 'european']",5.6,6.3,3
tm9718,Ragin Cajun,MOVIE,1991,,"['action', 'drama', 'music']",4.1,3.7,3
tm187177,Aaina,MOVIE,1993,PG,"['romance', 'drama']",6.0,10.0,3
tm114997,Salmonberries,MOVIE,1991,R,"['drama', 'european']",6.0,4.7,3
tm771725,Cruel Train,MOVIE,1995,,"['drama', 'crime']",5.8,1.0,3
tm222630,The Whereabouts of Jenny,MOVIE,1991,,['drama'],6.1,,3
tm907472,Liz: The Elizabeth Taylor Story,MOVIE,1995,,['drama'],6.2,,3
tm781927,The Heart Surgeon,MOVIE,1997,,['drama'],7.0,,3
tm105014,Je Suis A Stand-up – Eddie Izzard Abroad,MOVIE,1996,,['documentation'],7.6,,3
tm20440,Da Hip Hop Witch,MOVIE,2000,,['horror'],,2.2,3
tm310881,Friends at Last,MOVIE,1995,,['drama'],6.2,5.0,3
tm21178,Shutterspeed,MOVIE,2000,,['action'],4.0,6.0,3
tm125641,The Lost World,MOVIE,1992,,"['scifi', 'action', 'fantasy']",5.3,5.8,3
tm674374,We Wish You a Merry Christmas,MOVIE,1994,,['animation'],5.8,,3
tm24538,Rhythm,MOVIE,2000,G,"['romance', 'drama']",7.6,7.6,3
tm256697,Anari,MOVIE,1993,,"['drama', 'comedy', 'romance']",5.2,6.7,3
tm41679,One Special Night,MOVIE,1999,PG,"['drama', 'romance']",7.3,6.7,3
tm54854,La Cucaracha,MOVIE,1998,R,"['thriller', 'crime', 'drama', 'comedy']",5.9,3.7,3
tm764788,Little White Lies,MOVIE,1998,,['thriller'],5.5,,3
tm192989,Address Unknown,MOVIE,1997,PG,"['family', 'action']",5.9,5.8,3
tm308068,Brazen Hussies,MOVIE,1996,,"['drama', 'comedy']",6.2,5.0,3
tm767031,Tommy Davidson: Illin' in Philly,MOVIE,1991,,"['comedy', 'documentation']",8.3,,3
tm256463,Bambino Mio,MOVIE,1994,,[],,,3
tm105398,Selva,MOVIE,1996,,"['romance', 'action']",7.7,,3
tm106938,"Mother, May I Sleep with Danger?",MOVIE,1996,,['thriller'],4.8,4.9,3
tm17791,Love The One You're With,MOVIE,2000,,"['drama', 'romance', 'comedy']",3.5,,3
tm116419,Genghis Cohn,MOVIE,1994,,"['comedy', 'drama']",6.9,5.8,3
tm1060917,Yakov Smirnoff: From Moscow... Idaho,MOVIE,1991,,['comedy'],,,3
tm119793,Savage Land,MOVIE,1994,PG,['western'],4.3,,3
tm116462,Where Truth Lies,MOVIE,1996,R,"['thriller', 'drama']",4.0,3.5,3
tm780435,Kasak,MOVIE,1992,,"['drama', 'romance']",5.5,,3
tm47797,Assignment Berlin,MOVIE,1998,,"['thriller', 'drama']",4.0,4.0,3
tm14083,American Daughter,MOVIE,1995,,"['comedy', 'drama']",6.3,5.9,3
tm371580,Enakkoru Magan Pirappan,MOVIE,1996,,"['comedy', 'drama']",4.8,,3
tm115536,Deathfight,MOVIE,1994,R,['action'],5.1,4.3,3
tm191083,Kaadhalukku Mariyaadai,MOVIE,1997,,"['drama', 'romance']",8.2,6.1,3
tm108440,Paradise Park,MOVIE,1996,,['fantasy'],,,3
tm191725,Raasi,MOVIE,1997,,"['drama', 'family']",5.1,,3
tm310535,Baby Brokers,MOVIE,1994,,['drama'],5.4,4.5,3
tm580638,It Might Be You,MOVIE,1995,,['comedy'],5.2,,3
tm206368,Vallal,MOVIE,1997,,[],5.7,,3
tm1048805,Yakov Smirnoff: Just Off the Boat,MOVIE,1994,,['comedy'],,,3
tm19907,Starforce,MOVIE,2000,PG,"['scifi', 'thriller', 'action']",4.3,1.0,3
tm465919,The Precious Blood,MOVIE,1996,,['drama'],,,3
tm607952,Putravati,MOVIE,1996,,['drama'],,,3
tm639678,Late Flowering Lust,MOVIE,1994,,['drama'],6.9,,3
tm1093365,Flowers of the Forest,MOVIE,1996,,[],7.3,,3
tm186028,Silent Cries,MOVIE,1993,,"['drama', 'war']",6.2,1.0,3
tm316512,Nervous Energy,MOVIE,1995,,[],,4.0,3
tm193797,Kottai Vaasal,MOVIE,1992,,"['action', 'drama', 'comedy']",,1.0,3
tm569865,Baba Keno Chakar,MOVIE,1998,,['drama'],6.7,,3
tm571274,Biyer Phul,MOVIE,1996,G,"['drama', 'romance']",6.4,,3
tm335480,Yakov Smirnoff: I Bet You Never Looked At It That Way!,MOVIE,1994,,['comedy'],,,3
tm787892,Acts of Defiance,MOVIE,1992,,['documentation'],8.2,,3
tm720996,Rupaye Dus Karod,MOVIE,1991,,"['action', 'drama', 'thriller']",5.8,,3
tm569671,Bidhilipi,MOVIE,1991,,"['drama', 'romance']",7.2,7.0,3
tm330954,In Your Dreams,MOVIE,1997,,['drama'],7.8,,3
tm114200,Message for Posterity,MOVIE,1994,,['drama'],,,3
tm767133,Labour of Love,MOVIE,1998,,['documentation'],,,3
ts7242,Dragon Half,SHOW,1993,,"['scifi', 'fantasy', 'animation', 'comedy']",7.2,8.0,3
tm12947,Never Say Never: The Deidre Hall Story,MOVIE,1995,,['drama'],6.1,,3
tm21758,Convergence,MOVIE,2000,R,"['thriller', 'horror']",4.2,6.0,3
tm116502,Mugguru Monagallu,MOVIE,1994,,"['comedy', 'drama', 'action']",6.2,6.0,3
tm67302,Final Run,MOVIE,1999,,"['action', 'thriller']",3.9,5.4,3
tm793510,Age of Treason,MOVIE,1993,PG,['history'],6.0,7.0,3
tm192917,Miracle in the Woods,MOVIE,1997,PG,['drama'],6.6,5.4,3
